E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_37_564.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_37_564.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_37_564.jpg,-0.009389671,1,0,30.19006
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_37_644.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_37_644.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_37_644.jpg,-0.009389671,1,0,30.19007
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_37_723.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_37_723.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_37_723.jpg,-0.01408451,1,0,30.19018
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_37_805.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_37_805.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_37_805.jpg,-0.02816901,1,0,30.18972
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_37_884.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_37_884.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_37_884.jpg,-0.02816901,1,0,30.19337
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_37_967.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_37_967.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_37_967.jpg,-0.02816901,1,0,30.18943
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_047.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_047.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_047.jpg,-0.02816901,1,0,30.19034
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_128.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_128.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_128.jpg,-0.01408451,1,0,30.19053
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_209.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_209.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_209.jpg,0,1,0,30.1905
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_290.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_290.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_290.jpg,0,1,0,30.19061
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_371.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_371.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_371.jpg,0,1,0,30.19057
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_453.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_453.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_453.jpg,0,1,0,30.19169
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_535.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_535.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_535.jpg,0,1,0,30.19011
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_616.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_616.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_616.jpg,0,1,0,30.19023
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_697.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_697.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_697.jpg,0,1,0,30.18917
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_777.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_777.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_777.jpg,0,1,0,30.18989
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_859.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_859.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_859.jpg,0,1,0,30.19004
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_38_941.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_38_941.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_38_941.jpg,0,1,0,30.19009
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\center_2018_04_12_19_03_39_024.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\left_2018_04_12_19_03_39_024.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata\-1\IMG\right_2018_04_12_19_03_39_024.jpg,0,1,0,30.19005
