E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_21_721.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_21_721.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_21_721.jpg,0.004694836,0,0,17.66057
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_21_791.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_21_791.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_21_791.jpg,0.004694836,0,0,17.52128
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_21_861.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_21_861.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_21_861.jpg,0.004694836,0.1623406,0,16.9237
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_21_928.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_21_928.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_21_928.jpg,0.004694836,0.3255523,0,17.4792
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_22_000.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_22_000.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_22_000.jpg,0.004694836,0.5616485,0,17.73983
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_22_069.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_22_069.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_22_069.jpg,0.004694836,0.7844101,0,17.79102
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_22_140.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_22_140.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_22_140.jpg,0.02347418,0.9808777,0,18.55005
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_22_210.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_22_210.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_22_210.jpg,0.1690141,0.8091819,0,18.77252
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_22_284.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_22_284.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_22_284.jpg,0.1737089,0.6124332,0,19.21092
E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\center_2018_04_13_23_06_22_354.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\left_2018_04_13_23_06_22_354.jpg,E:\Martin\anaconda\CarND-Behavioral-Cloning-P3\traindata2\IMG\right_2018_04_13_23_06_22_354.jpg,0.1784038,0.3772387,0,19.59972
